Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,A1,A2,F7,F8,T3,T4,T5,T6,Fz,Cz,Pz
-0.14,3.35,-2.69,-0.21,-0.74,0.44,5.48,4.92,6.18,5.37,-2.5,-1.26,-0.69,4.03,-1.25,4.92,4.09,7.23,-2.41,-5.53,1.82
-1.78,0.78,-4.11,-0.51,-0.9,0.36,3.45,3.29,1.92,2.75,-2.78,-4.08,-2.62,0.9,-4.02,3.42,2.27,7.04,-3.22,-5.75,-1.0
-1.78,2.01,-2.11,-1.3,-0.15,1.87,4.22,4.21,2.59,3.32,-5.79,-3.49,-0.19,0.38,-5.92,3.52,2.59,8.23,-1.62,-4.69,-0.04
-2.36,-0.97,-2.85,-1.55,0.83,-0.29,4.3,5.28,3.76,5.65,-5.36,-1.19,-3.24,0.47,-3.47,3.98,4.23,9.69,-2.54,-3.09,0.15
-0.18,1.14,-0.98,-1.94,1.62,-0.66,3.0,4.95,1.33,2.13,-5.37,-0.74,0.02,-0.24,1.59,0.15,3.75,10.59,-0.73,-3.58,0.25
1.27,3.32,0.11,0.19,1.37,-1.33,0.78,2.12,-1.23,-1.45,-2.46,-2.15,1.21,0.72,3.11,8.61,3.43,7.36,-0.14,-3.87,-2.27
-1.54,1.9,-2.68,-0.13,-0.32,0.97,0.5,-0.42,-3.64,-5.14,-5.61,-2.27,-1.96,0.72,-1.09,4.97,3.06,3.3,-2.21,-4.28,-4.08
-1.84,1.31,-3.82,-0.35,-1.49,0.26,-0.21,-1.98,-5.0,-8.24,-3.18,-4.53,-1.67,1.25,1.28,5.53,0.98,1.09,-3.37,-5.51,-5.34
-3.58,-0.6,-3.05,-1.8,-1.12,0.18,0.45,-2.26,-2.24,-6.0,-4.73,-2.16,-2.1,-1.59,-3.51,6.21,0.05,1.11,-3.75,-3.94,-3.33
-2.33,-2.2,-3.53,-0.81,-0.74,0.72,1.03,-2.08,-1.49,-5.12,-9.56,-7.03,-4.95,-3.28,-4.61,1.35,-0.5,-1.65,-2.8,-1.99,-2.42
-1.98,-0.48,-3.73,0.98,-1.68,2.25,0.73,-2.53,-1.17,-5.99,-6.68,-7.89,-6.18,-1.27,-6.59,0.71,-0.85,-2.31,-1.84,-1.13,-1.66
-3.56,-2.75,-5.9,0.49,-1.96,1.25,0.73,-2.72,-0.71,-4.73,-8.94,-8.79,-6.96,-3.87,-9.49,2.72,-1.82,-4.63,-3.24,0.38,-1.36
-3.91,-2.44,-6.58,2.7,-1.92,2.27,0.96,-3.2,-1.56,-6.48,-8.55,-8.71,-10.91,-1.15,-10.08,0.48,-2.32,-7.04,-3.64,2.35,-1.16
-3.14,-3.68,-6.48,0.77,-3.51,2.27,-3.25,-3.85,-6.4,-8.42,-14.21,-13.12,-10.27,-4.05,-10.71,-1.95,-8.18,-7.64,-3.47,0.94,-3.03
-6.02,-8.87,-6.45,-2.07,-1.69,2.66,-1.01,-3.31,-6.2,-9.31,-16.18,-14.41,-13.33,-9.51,-6.48,-2.95,-7.33,-7.77,-6.36,0.71,-2.25
-2.08,-7.2,-2.49,-3.08,1.27,-1.18,0.57,-4.42,-5.62,-8.22,-19.26,-10.88,-6.82,-9.99,2.21,-1.86,-4.81,-9.17,-3.52,1.9,-0.83
-3.47,-6.94,-3.12,-2.8,-1.32,0.95,-0.85,-2.27,-5.59,-6.29,-18.36,-17.44,-9.51,-10.38,-12.22,-5.49,-8.41,-7.37,-3.8,3.34,-0.15
-2.97,-8.96,-2.1,-2.16,-0.39,-0.23,-0.36,-1.52,-6.12,-6.57,-20.01,-18.07,-8.75,-9.66,-11.6,-4.56,-8.9,-6.45,-3.18,5.46,0.48
-3.39,-7.18,-3.86,-0.21,-2.15,2.22,-1.6,-0.78,-4.74,-6.69,-21.02,-20.39,-10.28,-8.39,-21.02,-6.5,-9.41,-5.81,-3.42,5.06,-0.48
-2.98,-5.85,-1.8,-2.5,-0.52,1.72,0.83,1.07,-0.6,-2.65,-13.47,-14.1,-6.69,-6.78,-12.78,0.55,-2.29,0.07,-2.47,6.07,0.65
-5.63,-8.89,-4.92,-4.09,-1.16,2.02,0.02,0.78,-1.82,-3.51,-16.68,-14.16,-9.9,-8.23,-12.29,-0.6,-4.07,-0.21,-4.96,4.59,-0.62
-4.68,-6.91,-5.66,-5.1,-0.98,1.13,2.27,2.36,2.15,-0.36,-14.29,-10.59,-8.17,-7.57,-8.03,1.29,-0.3,2.32,-4.65,4.44,1.75
-6.47,-10.55,-5.64,-7.6,-0.6,-1.69,3.73,1.24,5.06,1.67,-14.06,-12.08,-10.05,-12.55,-8.74,-2.58,0.88,1.36,-6.27,3.87,1.36
-7.09,-10.5,-5.75,-5.72,-0.4,0.56,6.2,3.42,6.8,3.37,-16.21,-12.12,-9.52,-10.16,-8.65,-0.9,1.58,2.33,-7.04,4.23,4.27
-8.09,-13.09,-6.12,-7.63,0.07,0.15,7.94,3.53,8.98,5.5,-14.12,-11.77,-10.63,-12.94,-7.1,-0.68,2.65,2.76,-8.56,3.47,5.0
-5.26,-8.77,-4.3,-6.37,1.96,-0.44,9.74,1.77,10.1,3.92,-11.49,-8.5,-8.18,-12.41,-3.39,-4.19,6.01,0.59,-6.45,3.67,6.12
-4.26,-5.01,-3.93,-5.48,2.31,-1.8,9.87,2.06,7.72,3.2,-12.23,-8.06,-7.13,-9.84,-2.06,-5.04,5.58,-1.37,-5.52,3.59,5.63
-6.44,-6.25,-4.79,-6.64,1.93,-2.58,7.79,1.81,3.79,0.99,-17.68,-16.92,-10.32,-11.91,-5.79,-7.24,1.13,-2.0,-6.48,2.59,5.33
-4.01,-3.43,-3.04,-6.39,2.51,-3.7,10.66,1.9,8.31,2.34,-12.34,-12.66,-6.03,-10.74,-8.04,-9.66,3.95,-3.48,-4.15,2.67,7.41
-4.66,-4.29,-3.94,-6.6,2.53,-2.54,11.52,2.58,9.83,2.59,-12.35,-12.0,-6.39,-9.9,-6.27,-5.39,6.79,-2.14,-4.89,3.84,8.66
-2.3,-2.81,-3.87,-7.44,0.82,-1.6,7.83,3.19,6.87,2.46,-12.91,-13.38,-4.7,-11.17,-7.72,-5.34,1.95,-0.09,-3.67,2.13,6.91
-5.07,-6.04,-8.31,-5.59,-3.19,3.47,4.06,5.27,4.3,3.24,-14.67,-17.35,-10.9,-13.58,-11.72,-8.58,-1.55,1.69,-6.59,0.62,5.68
-0.55,2.45,-4.34,-2.98,-1.1,0.12,6.24,5.93,6.2,4.8,-12.75,-8.74,-2.28,3.24,-1.96,2.35,1.92,3.77,-2.72,1.22,6.15
-5.34,-1.73,-7.95,-6.62,-2.82,1.7,3.73,5.87,4.8,5.51,-8.87,-6.8,-5.85,-6.55,-0.27,1.78,1.26,5.68,-6.56,-1.55,3.87
-0.75,4.31,-3.02,-4.61,-0.29,-0.47,2.1,3.63,2.1,2.79,-6.02,-5.05,0.39,2.16,0.71,2.12,2.29,4.06,-1.74,-0.77,1.6
0.07,3.23,-1.82,-3.34,0.44,-0.38,2.07,1.91,2.19,2.31,-0.25,-0.8,3.88,1.61,2.42,2.37,4.13,4.63,-1.84,-1.51,0.04
1.37,8.49,-2.09,1.99,-1.7,1.22,-1.24,0.12,-3.41,-2.1,-7.68,-5.83,0.98,7.03,-1.11,2.4,0.8,3.86,-0.2,-2.69,-3.29
7.03,9.71,2.83,-1.61,0.36,-0.05,-2.56,-2.42,-5.45,-5.25,1.59,-4.0,11.78,1.2,5.83,0.85,1.72,2.37,3.49,-1.46,-5.01
9.36,20.41,1.48,2.83,-1.51,0.65,-4.19,-2.49,-7.98,-7.11,-1.05,-2.19,6.35,11.84,2.34,4.07,-1.55,2.79,6.37,-0.9,-5.26
16.43,25.28,5.01,1.63,-0.48,0.33,-7.2,-6.96,-11.65,-11.66,-4.23,-9.81,11.57,6.01,0.13,-2.17,-4.92,-3.73,11.55,-0.34,-7.04
22.49,35.1,8.59,3.96,1.62,-1.47,-5.91,-7.88,-11.38,-12.14,-3.84,-10.28,13.31,8.65,2.79,-3.21,-4.07,-4.69,17.87,1.08,-7.84
30.3,50.8,11.4,10.58,0.91,-0.88,-7.01,-9.55,-12.22,-12.6,-3.07,-3.12,18.78,24.32,6.64,1.49,-4.98,-5.45,24.26,-1.34,-9.25
42.49,71.3,16.41,13.57,2.7,-3.07,-5.16,-10.93,-10.33,-12.03,-2.99,-7.15,25.95,31.68,13.71,3.44,-3.13,-5.68,34.54,-1.57,-9.43
49.41,84.08,18.03,15.64,1.73,-1.8,-5.77,-9.27,-9.63,-11.13,-6.18,-7.97,30.23,37.12,11.08,-2.84,-1.33,-4.84,39.27,-2.43,-9.62
58.79,110.04,16.89,23.14,-0.71,0.13,-8.56,-10.46,-11.76,-12.51,-7.59,-4.14,25.61,51.69,4.05,7.81,-3.35,-5.05,47.49,-3.07,-11.41
64.78,120.31,20.58,24.64,-1.09,-0.47,-11.04,-11.73,-15.71,-15.44,-14.66,-14.98,31.16,48.61,5.05,1.76,-6.94,-7.75,52.71,-3.24,-13.71
72.79,132.79,21.6,30.5,-0.95,0.75,-10.32,-12.99,-15.27,-16.09,-14.52,-13.32,31.74,56.2,4.79,2.13,-7.06,-8.77,59.57,-3.15,-13.45
77.22,145.65,21.43,34.42,-1.73,1.68,-11.99,-14.78,-16.56,-17.9,-14.66,-14.53,30.05,60.4,1.23,2.08,-9.63,-10.82,63.98,-3.18,-14.57
84.49,158.68,22.58,37.36,-1.36,1.59,-12.05,-14.52,-17.54,-18.79,-17.15,-20.2,30.7,61.32,-0.86,0.85,-11.03,-11.69,69.08,-2.76,-14.7
81.29,154.64,21.45,35.09,-0.42,1.5,-11.89,-13.91,-17.01,-17.43,-23.42,-25.72,28.57,58.51,0.7,-5.96,-10.36,-13.0,66.63,-2.64,-13.85
90.76,168.27,24.95,37.94,-0.6,1.34,-12.95,-14.03,-18.63,-17.28,-22.75,-22.51,36.09,61.29,-1.11,-2.28,-11.77,-13.61,74.15,-3.48,-15.55
88.13,165.66,24.58,37.1,-1.89,1.89,-15.38,-15.16,-20.15,-20.63,-21.17,-26.45,35.72,61.06,2.9,-1.55,-11.87,-13.23,71.83,-5.6,-17.37
88.41,168.82,23.77,40.77,-3.35,3.77,-17.11,-16.43,-23.85,-26.21,-25.47,-27.59,32.77,68.05,-0.08,0.72,-11.8,-15.78,72.91,-4.81,-19.82
90.08,170.16,25.01,41.85,-2.52,4.25,-19.28,-17.11,-28.29,-27.98,-26.44,-30.26,32.59,66.02,0.24,-1.53,-15.49,-16.9,74.37,-3.61,-20.95
88.27,166.78,25.25,42.36,-0.83,1.67,-16.04,-14.1,-23.93,-23.0,-28.69,-24.24,30.1,64.3,-1.6,3.14,-14.76,-13.67,73.86,-0.38,-16.55
89.5,167.48,26.27,41.85,-1.24,2.6,-15.3,-14.34,-21.41,-21.53,-23.03,-24.01,35.57,65.53,1.9,1.19,-11.3,-14.34,74.45,-0.26,-16.42
84.18,158.53,24.25,38.4,-1.44,2.14,-16.0,-11.84,-19.89,-17.56,-24.97,-22.16,32.4,60.17,9.8,-2.97,-12.49,-10.14,70.46,-1.54,-15.27
82.1,156.55,21.01,38.34,-5.49,5.48,-18.16,-11.27,-18.41,-16.78,-19.32,-18.1,29.46,62.82,-3.14,1.46,-13.66,-8.73,68.17,-3.22,-16.87
75.97,147.09,18.36,36.0,-5.68,5.98,-16.6,-10.46,-18.13,-17.27,-21.62,-22.09,25.14,59.55,-1.34,1.41,-11.39,-9.67,64.11,-3.19,-15.8
70.71,135.81,19.63,33.78,-3.29,4.06,-15.29,-10.56,-18.06,-15.26,-21.2,-18.03,25.0,55.72,3.09,1.35,-12.63,-8.28,59.36,-2.99,-15.41
70.21,129.17,22.87,31.2,-0.9,1.06,-11.21,-13.13,-14.64,-16.92,-12.65,-18.37,29.86,45.48,-0.73,-2.01,-7.98,-9.78,58.34,-3.25,-14.52
64.65,120.53,23.03,28.04,2.18,-0.87,-7.9,-10.62,-12.83,-14.95,-11.41,-19.06,28.59,42.03,3.15,1.1,-6.13,-8.35,54.13,-1.15,-11.31
56.16,103.83,18.18,23.41,1.96,-1.78,-4.74,-12.07,-9.54,-16.68,-10.85,-21.53,21.19,30.99,5.89,-2.63,0.26,-13.63,46.93,-1.49,-9.98
53.79,101.73,16.63,22.85,2.58,-1.89,-7.95,-12.29,-15.06,-16.68,-8.45,-19.24,21.5,35.07,5.19,-4.62,-7.87,-12.52,44.56,-0.5,-11.22
47.53,91.54,13.95,22.6,0.87,-0.43,-6.74,-10.06,-11.98,-12.83,-8.51,-14.51,19.88,31.78,-4.77,-6.59,-4.03,-10.87,40.7,-0.12,-9.09
41.09,78.74,11.59,19.99,-0.36,1.56,-7.96,-5.44,-10.03,-8.08,-10.45,-8.02,17.08,30.26,2.8,0.88,-6.36,-3.96,34.76,-0.95,-8.37
37.73,71.88,11.82,20.47,-1.07,0.72,-7.17,-4.26,-9.78,-7.97,-12.68,-4.65,12.62,29.15,-4.91,1.82,-6.62,1.69,33.12,1.3,-8.22
36.26,68.6,14.19,18.7,0.45,0.71,-7.71,-6.91,-9.36,-12.28,-9.43,3.83,16.18,27.9,2.93,5.45,-5.19,-2.55,31.19,1.0,-9.82
31.68,57.4,11.58,16.2,-1.2,0.38,-11.03,-7.9,-16.65,-16.96,-14.52,-0.13,10.09,20.33,2.74,3.01,-11.48,-5.0,27.29,0.91,-10.98
26.25,48.95,11.29,14.83,-0.66,-0.45,-11.46,-11.16,-17.15,-18.33,-9.5,-2.66,10.91,14.96,-4.59,-1.15,-10.27,-9.87,23.09,0.75,-12.65
23.42,42.67,9.3,13.21,-1.82,1.26,-12.63,-9.08,-17.02,-15.81,-9.12,1.22,8.2,15.24,-4.68,-3.1,-13.3,-7.25,19.83,0.07,-12.1
16.48,35.43,5.66,9.84,-3.69,3.26,-10.4,-3.75,-13.33,-9.66,-4.63,3.9,4.86,9.43,-6.72,-2.84,-9.85,-2.11,14.37,-0.11,-9.92
14.98,31.39,7.55,9.9,-0.95,1.01,-5.02,-2.58,-5.09,-2.77,4.3,10.01,8.5,12.68,2.14,11.54,-3.34,0.3,13.21,0.43,-5.08
10.94,26.94,5.62,8.76,0.29,0.53,-4.0,-3.73,-2.42,-3.28,6.74,6.73,6.99,13.85,8.07,3.35,0.64,1.55,10.27,-0.0,-5.63
7.16,18.82,6.42,7.4,1.76,-0.45,-2.92,-3.1,-1.32,-1.21,4.51,6.48,8.63,10.26,11.83,1.83,2.83,1.98,6.74,-0.14,-3.93
0.37,5.46,2.79,2.37,0.39,-0.77,-2.54,-2.68,-1.58,-1.6,3.7,1.8,3.84,-1.47,4.19,2.63,5.01,2.32,0.33,-1.13,-4.81
-2.5,1.51,1.91,1.5,-0.5,1.34,-3.16,-3.29,-3.15,-5.03,4.28,3.46,3.47,4.46,1.45,-2.01,5.27,0.88,-1.53,-0.45,-5.79
-2.38,1.7,1.14,1.75,-0.93,1.33,-3.14,-3.73,-3.04,-7.13,11.33,8.65,5.11,4.32,5.55,2.06,7.04,0.13,-2.35,-1.03,-5.79
-6.1,-1.59,-0.04,-1.93,-0.51,1.05,-2.07,-3.0,-1.3,-4.82,11.31,8.77,4.9,7.35,8.81,7.32,8.07,3.68,-5.2,-1.42,-4.53
-6.94,-3.66,0.87,-2.42,1.43,-0.56,-1.11,-2.13,1.37,-0.46,14.35,13.1,6.37,6.4,16.47,8.51,8.67,7.63,-6.75,-1.39,-1.82
-7.94,-8.73,2.4,-3.03,1.61,-1.91,0.55,-1.3,4.13,1.5,14.48,15.28,7.38,3.95,10.65,7.59,11.52,9.45,-7.23,-1.39,-1.85
-11.45,-11.87,0.28,-5.19,-0.72,1.36,-1.76,-1.32,-0.62,0.27,8.77,11.86,4.77,-2.17,8.32,7.45,6.07,9.18,-10.39,-3.0,-3.28
-11.31,-14.16,1.51,-3.34,-0.13,0.89,-0.08,0.92,2.44,2.31,13.33,14.8,3.83,-1.34,2.0,8.62,4.96,10.48,-9.44,-0.7,-0.34
-16.45,-22.14,-0.3,-5.51,-1.9,2.08,-1.79,2.31,-0.25,0.65,5.21,7.33,1.37,-6.13,-0.44,4.99,0.17,10.76,-13.18,-0.25,-1.16
-18.28,-24.7,-2.3,-6.04,-1.42,1.35,-0.76,4.15,2.97,4.34,3.25,4.6,-4.58,-7.65,1.49,4.45,-0.92,7.11,-15.11,2.01,1.35
-19.82,-31.22,-2.2,-9.94,0.19,0.1,3.91,7.62,8.64,9.38,4.36,6.27,-3.13,-11.95,3.53,2.56,3.69,8.56,-17.07,2.26,5.76
-17.7,-27.57,-1.14,-9.29,2.3,-1.81,6.05,7.27,10.82,11.14,9.22,6.64,-3.3,-11.24,2.78,2.69,7.6,8.23,-14.57,3.38,7.77
-16.66,-27.88,0.5,-8.54,4.37,-4.14,9.21,5.53,12.95,11.67,13.44,9.64,-0.61,-10.91,6.22,2.13,11.41,8.63,-14.01,2.42,8.76
-17.2,-29.49,2.04,-10.58,5.59,-5.53,10.67,6.5,13.81,13.23,9.9,10.16,0.79,-12.75,13.12,1.11,10.87,10.99,-14.68,2.0,10.22
-19.83,-35.4,0.38,-10.84,3.44,-3.29,9.22,4.94,11.55,11.17,7.62,2.63,-1.84,-16.68,10.65,-4.55,8.45,7.3,-16.95,1.21,9.72
-17.54,-33.97,1.36,-8.17,2.05,-1.37,10.15,7.43,16.79,15.3,7.96,6.18,-1.99,-10.83,3.41,1.7,10.03,7.22,-14.52,3.26,11.08
-20.56,-36.98,-1.25,-11.07,0.19,-1.39,9.93,10.64,18.94,19.72,6.64,3.35,-4.25,-16.6,0.64,-1.76,10.31,8.05,-17.68,2.71,12.33
-22.58,-39.45,-2.62,-12.72,1.01,0.26,11.37,13.36,22.28,24.74,9.7,6.48,-5.61,-19.7,1.14,2.55,12.69,14.82,-18.15,2.27,14.18
-21.65,-38.96,-2.64,-13.85,0.59,-1.23,11.68,14.55,23.64,26.37,14.94,11.73,-3.73,-14.97,3.71,3.6,15.53,19.94,-19.55,2.03,13.93
-21.93,-36.22,-4.07,-10.36,-1.41,0.28,8.49,13.14,18.46,21.81,17.66,13.29,-4.24,-10.4,5.45,4.44,14.92,20.33,-18.11,1.04,10.55
-21.36,-34.41,-1.98,-9.97,0.33,0.32,5.81,9.06,12.82,15.03,18.65,14.49,0.06,-9.9,14.87,5.57,14.1,18.02,-18.04,0.19,7.15
-18.41,-32.8,-0.81,-5.6,-1.37,2.01,2.26,6.22,8.35,7.72,18.77,13.69,-0.39,-5.8,8.84,5.25,11.35,15.01,-15.21,-0.12,3.17
-17.15,-29.63,-1.81,-3.76,-2.77,2.44,0.4,6.28,5.39,6.05,20.09,16.88,-3.15,-4.34,4.18,7.35,7.79,14.33,-13.76,-0.5,2.2
-18.09,-32.88,-0.83,-4.83,-2.87,3.22,-0.92,5.81,3.37,3.87,13.13,11.21,-5.11,-8.38,1.58,5.48,4.31,12.11,-14.45,-1.57,1.14
-18.87,-33.05,-1.49,-6.89,-1.74,0.3,2.23,6.14,9.19,8.02,20.04,11.49,-5.6,-8.54,3.88,5.23,9.24,10.53,-16.15,-1.87,2.74
-18.69,-31.15,-1.5,-6.42,-1.0,0.77,2.94,9.52,9.02,13.67,17.84,13.53,-2.65,-5.32,6.82,7.53,7.29,15.9,-15.55,-2.03,5.55
-19.45,-31.21,-1.68,-7.21,1.04,-2.11,4.91,7.37,11.7,14.5,18.99,12.71,-1.64,-9.53,9.92,7.81,9.49,14.33,-16.17,-2.88,6.78
-17.89,-29.64,0.51,-6.85,3.02,-1.43,5.52,5.39,11.52,12.7,19.7,10.87,2.01,-8.67,11.57,4.56,10.15,11.38,-14.89,-2.76,5.38
-20.63,-35.48,-2.05,-7.68,0.35,0.01,5.14,5.01,10.87,11.5,14.4,9.04,-4.14,-11.61,2.41,2.39,8.55,9.42,-17.34,-1.58,5.91
-19.65,-34.29,-1.85,-7.97,0.19,-0.98,4.86,3.84,11.77,11.83,14.6,7.1,-2.37,-11.33,6.38,4.16,8.76,6.83,-16.86,-1.27,5.24
-19.72,-35.57,-0.3,-7.87,0.58,-0.93,6.16,5.29,14.14,14.39,13.3,8.15,-2.9,-11.28,4.16,1.0,9.54,7.13,-16.93,0.47,7.41
-18.68,-36.24,1.45,-10.22,0.67,-1.04,5.54,4.94,13.94,15.44,11.31,8.05,-1.57,-12.24,3.01,-0.59,8.99,6.36,-15.42,0.37,8.02
-18.54,-34.45,2.1,-8.88,2.43,-2.19,6.61,4.33,13.83,14.69,14.76,9.68,-2.78,-12.41,6.07,-6.27,11.66,4.75,-15.84,0.13,8.48
-18.31,-36.73,3.41,-10.03,4.79,-4.47,9.85,3.02,17.78,15.79,16.44,4.25,-2.14,-14.72,5.35,-2.65,15.11,3.21,-14.49,1.27,9.38
-17.67,-33.67,2.49,-9.59,4.17,-4.51,8.74,1.55,15.18,13.39,15.53,8.35,-3.19,-13.1,5.82,-3.47,14.32,1.38,-14.29,1.5,7.86
-17.43,-37.25,0.71,-12.45,3.26,-5.5,8.67,1.17,16.32,14.59,16.05,11.13,0.77,-17.01,7.25,-0.99,14.81,2.8,-14.25,1.02,8.11
-15.23,-30.09,0.63,-8.7,2.28,-2.22,8.22,0.87,18.04,15.37,20.58,10.24,-1.73,-9.39,10.96,3.89,15.85,3.82,-12.79,1.71,7.55
-15.98,-32.34,0.6,-9.8,1.92,-1.9,6.13,-0.11,16.42,12.79,15.33,11.35,-0.69,-10.08,10.73,2.68,13.84,3.29,-13.11,1.05,5.59
-13.78,-27.53,1.64,-8.65,3.83,-3.13,7.06,-1.0,17.26,13.53,21.04,11.87,1.64,-7.52,8.96,0.89,13.8,2.92,-11.62,1.52,5.29
-15.29,-31.45,-1.11,-6.09,2.15,-2.29,6.16,-2.26,15.03,9.69,12.8,6.64,-4.58,-7.58,5.06,1.07,10.37,-0.34,-12.74,1.35,5.46
-17.28,-32.7,-1.64,-8.81,2.39,-1.47,6.37,-1.48,12.57,8.51,14.36,5.1,-2.5,-10.78,2.63,2.01,10.02,-0.12,-14.75,2.05,5.78
-19.91,-36.63,-3.63,-11.32,-0.29,-0.83,5.2,0.38,13.04,10.12,12.61,5.16,-6.46,-14.73,0.2,-3.22,9.35,0.66,-16.86,3.06,6.11
-20.14,-35.7,-5.42,-9.76,-2.29,1.92,4.48,2.18,11.87,10.67,10.83,5.07,-7.42,-13.92,-0.27,-1.23,8.83,3.53,-17.64,2.29,5.77
-18.73,-34.67,-3.65,-10.26,1.02,-1.74,8.62,2.7,15.88,14.39,12.38,6.28,-3.88,-11.64,5.69,6.92,11.96,3.78,-15.34,2.75,7.25
-17.1,-33.23,-3.28,-8.96,2.24,-2.03,8.34,3.65,18.81,16.84,14.63,7.72,-1.73,-11.07,8.95,2.76,14.24,6.72,-14.81,0.26,7.32
-17.52,-32.25,-4.04,-8.83,1.79,-2.12,9.11,2.76,18.73,16.09,12.82,12.54,-0.63,-9.25,8.9,5.09,14.72,6.37,-14.58,-1.18,6.78
-17.97,-33.12,-2.51,-9.06,2.25,-2.37,9.29,3.59,19.66,16.08,15.96,7.18,-1.99,-10.54,6.82,3.66,17.63,7.58,-15.24,-1.54,7.04
-20.52,-36.39,-4.15,-10.55,2.81,-2.09,7.84,3.08,15.38,13.72,8.59,7.68,-4.14,-12.94,4.49,1.65,12.65,7.75,-17.01,-0.58,6.36
-22.6,-34.97,-7.74,-10.28,1.04,-1.0,6.62,2.27,10.75,10.56,5.48,4.39,-9.95,-10.76,-2.19,0.66,10.62,5.34,-19.47,-0.13,5.1
-22.93,-38.44,-7.98,-11.09,1.62,-1.08,6.3,2.19,9.11,9.41,1.31,4.66,-9.75,-12.06,0.41,1.25,7.89,3.95,-19.61,0.71,5.59
-23.74,-39.1,-8.23,-12.32,3.15,-1.69,7.76,1.25,9.63,8.93,3.02,0.95,-8.79,-14.02,-0.91,-2.15,10.53,2.85,-21.3,1.13,5.75
-24.46,-40.91,-11.39,-13.48,-0.14,0.87,4.3,0.61,8.32,6.42,1.05,0.19,-10.67,-17.47,-0.37,-3.3,8.75,2.39,-22.08,0.37,4.12
-22.02,-38.18,-9.0,-11.06,0.21,-1.51,5.41,2.54,10.14,8.62,5.97,5.13,-7.15,-13.61,-1.53,-0.16,9.48,4.64,-19.63,1.7,6.28
-20.39,-38.16,-8.94,-10.95,0.16,0.58,4.42,3.25,8.57,7.94,2.71,3.43,-7.09,-16.79,0.84,-0.22,7.25,4.46,-18.2,2.21,5.71
-22.71,-36.07,-9.15,-11.2,-0.66,0.7,4.43,4.18,8.73,8.77,4.12,4.56,-6.38,-10.98,2.71,5.71,8.09,7.94,-20.05,0.73,5.62
-21.69,-33.51,-7.6,-11.78,0.42,0.4,6.29,5.95,10.92,11.53,7.13,9.76,-4.45,-10.39,4.43,5.44,10.35,9.75,-19.09,0.63,6.92
-22.33,-35.86,-7.95,-12.26,-1.35,1.63,5.46,4.55,9.71,9.16,9.7,6.37,-3.44,-11.11,1.68,3.02,9.41,6.68,-20.6,-0.49,6.66
-18.61,-29.52,-7.0,-11.66,-0.74,1.18,6.01,6.4,10.43,10.0,10.68,11.79,-0.9,-5.49,2.21,8.05,10.65,8.91,-16.64,-0.68,7.34
-18.26,-31.66,-7.86,-10.84,-0.69,-0.45,5.51,5.6,9.37,10.21,9.91,11.12,-3.52,-9.55,3.24,5.71,8.44,8.17,-16.69,0.3,7.13
-14.13,-26.71,-4.63,-8.64,0.55,-0.76,5.24,4.07,7.43,8.85,8.92,10.08,-2.71,-5.72,2.22,4.56,6.82,6.99,-12.52,1.73,6.13
-13.63,-25.48,-3.69,-6.35,-0.98,0.75,4.09,3.25,8.18,8.93,7.33,9.12,-0.43,-6.35,0.68,6.87,6.97,6.56,-12.19,1.22,5.59
-15.51,-27.66,-5.9,-6.64,-0.34,0.7,3.9,1.57,7.43,8.15,11.0,4.9,-5.35,-8.66,1.56,4.28,7.1,6.15,-13.47,1.92,4.93
-15.14,-28.31,-2.81,-9.01,1.74,-2.83,4.43,-0.4,7.03,6.6,8.81,7.86,-0.11,-8.6,10.2,4.18,10.72,1.85,-12.81,1.61,3.85
-11.95,-25.26,-1.38,-6.85,2.45,-2.02,4.35,-0.78,8.06,4.66,6.24,8.15,0.89,-6.33,9.31,4.07,9.56,1.67,-10.03,0.17,3.08
-14.62,-29.94,-0.31,-8.37,4.79,-4.72,6.53,-1.1,8.35,6.41,6.68,6.16,1.49,-12.35,4.55,-0.0,11.56,1.67,-12.3,0.38,3.59
-14.44,-27.01,-1.67,-8.33,3.15,-4.66,5.25,-2.76,7.12,4.47,4.95,3.52,-2.24,-10.54,0.38,-1.5,8.26,0.83,-12.25,0.77,3.18
-13.53,-27.06,-0.78,-6.71,1.15,-0.72,3.38,-0.08,6.86,3.93,7.17,4.69,-0.68,-9.84,-3.22,0.27,7.21,4.15,-11.61,0.34,3.07
-13.71,-26.96,-3.61,-8.33,-0.84,-0.08,1.85,1.96,6.34,4.43,3.98,4.31,-5.76,-12.35,-2.68,2.55,7.22,6.35,-10.79,1.14,3.84
-17.59,-30.1,-6.42,-10.04,-1.94,1.22,0.41,3.71,3.38,4.14,3.9,2.84,-7.41,-10.67,-2.42,4.13,3.46,8.19,-15.31,0.42,2.72
-16.44,-29.43,-4.95,-9.4,-0.15,0.57,1.24,4.42,3.67,5.04,0.34,4.35,-6.02,-9.34,-0.21,2.93,2.18,7.9,-14.06,0.63,3.89
-17.01,-28.67,-5.99,-9.35,0.13,-0.5,4.03,5.71,5.71,6.34,1.1,4.24,-6.83,-10.89,7.09,2.43,5.54,7.1,-15.03,-0.04,6.35
-16.35,-27.73,-5.89,-9.61,-0.32,-0.93,2.02,4.99,2.96,4.35,-0.27,1.76,-5.74,-9.42,-4.06,2.93,2.74,5.84,-13.97,0.65,5.79
